tweet,Annotator 1,Annotator 2,Annotator 3,Annotator 4,Annotator 5
في لبنان اكتئاب جماعي يفاقم من حالات الانتحار عسكري ينتحر في ليلة الميلاد الانتحار,1,1,1,0,1
مقيم هندي في الثلاثينيات من عمره يقدم على الانتحار عثر عليه معلقا بحبل في سقف غرفته بمنطقة المهبولة,1,1,1,0,1
انتحار ضباط الموساد خبراء يكشفون الأسباب الاحتلال إسرائيل الموساد ضباط الموساد,1,0,1,0,1
صوت المطر حظر التجول مخيم المشاهير صباح الخير انتحار بدون جسر جابر انتحار,1,0,1,0,0
مصر انتحار موظف داخل مقر عمله لسبب صادم الوطن الوطن تنبض صحيفة الوطن البحرين,1,0,1,0,1
برلماني أول طلب احاطه حول واقعة انتحار موظف فى شركة كول سنتر بسبب تعنت مديره للتفاصيل,1,0,1,0,1
شاب يحرق نفسه في الزرقاء انتحار حرق,1,1,1,0,1
مصر انتحار موظف داخل مقر عمله لسبب صادم رؤية الإمارات عين في كل مكان كورونا دبي أبوظبي عجمان الامارات موظف خصم راتب مدير,1,0,1,0,1
خوب شد بادارشان عمران خان پاکستانی یک گپ نشخوار کرد ورنه این از کوه دشت گریختگی ها نمی دانستند چطور حماقت شان را توجیه کنند قابل ذکر است که شما ابدا نمی دانید فرهنگ چه معنا دارد البته این مفهوم از فهم شعور شما که در کشتن انتحار کردن خبره هستید بسیار بالاست نمی فهمید,0,0,0,0,0
ذكرتها سابقا وأكررها اليوم وكل يوم هي وجهة نظر شخصية أعتقد أن الإنتحار التقاعد المبكر في كثير من الأحيان هما نتيجة لنفس المشكلة تقريبا عدم الإيمان وفقدان الأمل بالنفس ولو تمكنت من سؤال من يفكر الهروب بمعنى أدق لردو عليگ بنفس الجواب أريد أن أرتاح,0,0,0,0,0
حريق غامض يطيح بالأدلة فى حادثة انتحار موظف بالتجمع,1,0,1,0,1
انتحار لاحول ولا قوة الا بالله,1,0,1,0,1
الضغط العصبي الإنتحار,0,1,1,0,0
النيابة العامة لم نتوصل لأسباب واقعة انتحار موظف شركة القاهرة الجديدة نور عاشور,1,0,1,0,1
الانتحار أحد الأسباب الرئيسية للوفاة حول العالم الانتحار الميادين,1,0,1,0,1
بسبب خسارته في بورصة العملات المشفرة زوج يقتل زوجته ويحاول الإنتحار جنوبي تركيا العملات المشفرة قتل انتحار خسارة,1,1,1,0,1
اخبار مصر شبكة شايفك النيابة المصرية تصدر توضيحا بشأن الموظف المنتحر تفاصيل أكثر الموظف المنتحر انتحار مصر,1,1,1,0,1
قسم الصحة النفسية في محافظة واسط تحذر من تجاهل معالجة حالات الاكتئاب التي يتعرض لها عدد من المواطنين لتسببها في حالات الانتحار وكالة يقين العراق للاطلاع على آخر الأخبار,1,0,1,0,0
مصر مفاجأة في موقع انتحار موظف داخل مقر عمله كأس العرب عاجل وظائف حفله هيرنيوز هرنيوز اخبار طفله مصر القاهره موسم الرياض,1,0,1,0,1
مقالتي اليوم أنتحار دولة المؤسسات البدون اولويه ساحه الاراده البدون انتحار,1,1,1,0,0
نابل شاب إفريقي يقدم على الانتحار شنقا داخل منزله نابل جثة انتحار,1,1,1,0,1
رجال الأمن ينقذون شابا من البدون حاول الانتحار حرقا بسكب البنزين على نفسه في ساحة تيماء,1,1,1,0,1
الكويت حاول حرق نفسه البانزين وبث الحادثة لايف رؤية الإمارات عين في كل مكان الكويت انتحار بث لايف قبض,1,1,1,0,1
عاجل محاولة انتحار لشاب بدون في ساحة تيماء الروضتين,1,0,1,0,1
الانتحار صارت موضه,0,0,1,0,1
محمد الجدعي من يتحمل كلفة الانتحار,1,0,1,0,1
واقعة تيماء تهم بانتظار بدون لوح بحرق نفسه في تيماء الشروع في الانتحار وإزعاج السلطات وإساءة استخدام هاتف الكويت,1,1,1,0,1
العثور على فتاة مجهولة الهوية متوفية بسيارتها في مواقف شاطئ الوطية بالشويخ وبجانبها مسدس والدماء تسيل من انفها وفمها تواجدت الشرطة والأدلة الجنائية والطب الشرعي والمرجح ان تكون الفتاة منتحرة الكويت انتحار,1,1,1,0,1
حديث البلد العثور على فتاة مجهولة الهوية متوفية بسيارتها في مواقف شاطئ الوطية بالشويخ وبجانبها مسدس والدماء تسيل من انفها وفمها تواجدت الشرطة والأدلة الجنائية والطب الشرعي والمرجح ان تكون الفتاة منتحرة الكويت انتحار,1,1,1,0,1
انتحار حاخام بدولة الاحتلال بعد ارتكاب فضيحة جنسية الاحتلال انتحار الحاخام حادث,1,0,1,0,1
مصدر امني يعلن عن انتحار متهم بتجارة المخدرات بعد قتل جميع افراد عائلته واصابة عدد من المنتسبين شمالي بابل,1,0,1,0,1
مطلوب للقوات الأمنية في بابل يقتل ١٦ من أفراد عائلته ويقدم على الانتحار,1,0,1,0,1
هزت العراق يطلق النار على نفسه بعد قتله   شخصا من عائلته العراق عراقي جريمة قتل انتحار حادث,0,1,1,0,1
عثر عليه جثة هامدة انتحار حاخام يهودي بعد ارتكاب فضيحة جنسية الاحتلال انتحار الحاخام حادث,1,1,1,0,1
تسونامي الإصابات يرتفع المطار ليس وحده السبب أي إنتكاسة وبائية هي إنتحار,0,1,0,0,0
الحلقة   من اللي مالوش كبير بسبب الحب انتحار عابد تيمور,0,0,0,0,1
النيابة العامة المصرية تحقق في انتحار موظف بمركز الاتصال بمكتب الشركة صوت العرب العرب مصر,1,0,1,0,1
تسجيل   حالة عنف مارستها النساء ضد الرجال في إقليم كردستان خلال   بينها   حالة انتحار   جرائم قتل مغادرة نحو   رجلا منازلهم بالإكراه اكيد يستاهلون رأس السنة,1,0,1,0,1
حدود چهار ماه میشود که طالبان از بزرگترین سر گرمی شان که همانا انفجار انتحار سر بریدن بود محروم شده اند حالا امر به معروف رژیم طالب در هرات به تمام لباس فروشی ها امر کرده که سر عروسک ها را از تن شان جدا کند در غیر آن با برخورد این ریاست مواجه خواهند شد طالبان,0,0,0,0,0
انتحار مطلوب يقتل   شخصا من عائلته في بابل,0,0,1,0,1
المثل بيقول كذب مساوي ولا صدق من منعكش بس يبدو وهما بيألفوا واقعه انتحار عبد الحكيم عامر ما كانش عندهم وقت يسبكوا الموضوع,0,0,0,0,1
نفرین بر نسل انتحار وانفجار نابود باد فاشیزم قبیلوی ومزھبی وتمامیت خواہ وحامیانش,0,0,1,0,0
الخطة واضحة الرئيس يصرح لن نلجأ للاستدانة لأنها انتحار سياسي البنك العالمي يستنفر ويهاجم الجزائر تعيش الفقر وتدني المستوى المعيشي المغرب يشيد ببيان البنك العالمي الجزائر تفضح المناورة وتصرح للفقر موطن بالمغرب ومهمة البنك العالمي حماية مملكة البؤس والشر الأمور واضحة للعيان,0,0,0,0,0
ببین حبیب گوساله تو خو از همان قوم انتحار وحشی خر استی تروریست استی ببین که مولایم رهبرم شهید مزاری که بدست شما قوم نجس شهید شد در مورد زنها چه میگوید شما قوم خر زن را مکتب نمی مانید شهید مزاری زن را رییس جمهور هم قبول داشت قوم تروریست خر,0,0,0,0,0
